datetime,flag_anom_CO,flag_anom_C6H6,flag_anom_NOx,flag_anom_NO2,flag_anom_any_residual,flag_anom_iforest,flag_anom_combined,T,RH,AH,Hour,Day,Month,is_weekend
2004-03-11 13:00:00,0,0,0,0,0,0,0,0.2193548387096774,0.8452830188679247,0.3198944436299663,13,3,3,0
2004-03-11 14:00:00,0,0,0,0,0,0,0,0.2129032258064516,0.9044025157232704,0.3366564042418022,14,3,3,0
2004-03-11 15:00:00,0,0,0,0,0,0,0,0.2193548387096774,0.8880503144654088,0.3387088892146801,15,3,3,0
2004-03-11 16:00:00,0,0,0,0,0,0,0,0.2494623655913978,0.7798742138364781,0.3284953330401212,16,3,3,0
2004-03-11 17:00:00,0,0,0,0,0,0,0,0.2516129032258065,0.7345911949685534,0.3097297561452377,17,3,3,0
2004-03-11 18:00:00,1,0,0,0,1,0,1,0.2623655913978495,0.6918238993710693,0.3038655133655866,18,3,3,0
2004-03-11 19:00:00,1,1,0,0,1,0,1,0.2494623655913978,0.7559748427672957,0.3162781605825147,19,3,3,0
2004-03-11 20:00:00,1,1,0,0,1,0,1,0.2473118279569892,0.7371069182389938,0.3071885842740556,20,3,3,0
2004-03-11 21:00:00,0,0,0,0,0,0,0,0.2365591397849462,0.689308176100629,0.2722963397351317,21,3,3,0
2004-03-11 22:00:00,0,0,0,0,0,0,0,0.2172043010752688,0.6817610062893082,0.2471778331622929,22,3,3,0
2004-03-11 23:00:00,0,0,0,0,0,0,0,0.2172043010752688,0.649056603773585,0.2350583980843473,23,3,3,0
2004-03-12 00:00:00,0,0,0,0,0,0,0,0.2193548387096774,0.6201257861635221,0.2243561550114841,0,4,3,0
2004-03-12 01:00:00,0,0,0,0,0,0,0,0.2064516129032258,0.6352201257861636,0.2180032253335287,1,4,3,0
2004-03-12 02:00:00,0,0,0,0,0,0,0,0.1935483870967742,0.6616352201257862,0.2164394272589552,2,4,3,0
2004-03-12 03:00:00,0,0,0,0,0,0,0,0.1913978494623656,0.6679245283018869,0.2157063969114988,3,4,3,0
2004-03-12 04:00:00,0,0,0,1,1,0,1,0.1720430107526881,0.7132075471698115,0.2150711039437032,4,4,3,0
2004-03-12 05:00:00,0,0,0,0,0,0,0,0.1763440860215054,0.7018867924528303,0.2143380735962468,5,4,3,0
2004-03-12 06:00:00,0,0,0,0,0,0,0,0.1870967741935484,0.6754716981132076,0.2143869422860773,6,4,3,0
2004-03-12 07:00:00,0,0,0,0,0,0,0,0.178494623655914,0.7031446540880503,0.2183941748521722,7,4,3,0
2004-03-12 08:00:00,0,0,0,0,0,0,0,0.1978494623655914,0.6779874213836479,0.2273371450911401,8,4,3,0
2004-03-12 09:00:00,0,0,0,0,0,0,0,0.2387096774193548,0.5911949685534592,0.2303670038606264,9,4,3,0
2004-03-12 10:00:00,0,0,0,0,0,0,0,0.3247311827956989,0.408805031446541,0.2185896496114939,10,4,3,0
2004-03-12 11:00:00,0,0,0,0,0,0,0,0.3483870967741935,0.3672955974842767,0.2148267604945511,11,4,3,0
2004-03-12 12:00:00,0,0,0,0,0,0,0,0.3634408602150538,0.3433962264150944,0.2124810633826907,12,4,3,0
2004-03-12 13:00:00,0,0,0,0,0,0,0,0.3870967741935485,0.3182389937106918,0.2157552656013291,13,4,3,0
2004-03-12 14:00:00,0,0,0,0,0,0,0,0.3913978494623656,0.3333333333333333,0.230318135170796,14,4,3,0
2004-03-12 15:00:00,0,0,0,0,0,0,0,0.3806451612903226,0.349685534591195,0.2327615696623173,15,4,3,0
2004-03-12 16:00:00,0,0,0,0,0,0,0,0.3827956989247312,0.3522012578616352,0.2350583980843473,16,4,3,0
2004-03-12 17:00:00,0,0,0,0,0,0,0,0.4043010752688172,0.3157232704402515,0.2297805795826614,17,4,3,0
2004-03-12 18:00:00,0,0,0,0,0,0,0,0.3655913978494624,0.3823899371069182,0.2403850852758637,18,4,3,0
2004-03-12 19:00:00,0,0,0,0,0,0,0,0.3505376344086022,0.430188679245283,0.2559253286419391,19,4,3,0
2004-03-12 20:00:00,1,1,0,0,1,1,1,0.3182795698924732,0.5194968553459121,0.2751795924351268,20,4,3,0
2004-03-12 21:00:00,0,0,0,0,0,0,0,0.3010752688172043,0.5547169811320755,0.2780139764452915,21,4,3,0
2004-03-12 22:00:00,0,0,0,0,0,0,0,0.2774193548387097,0.6276729559748428,0.2879831891706983,22,4,3,0
2004-03-12 23:00:00,0,0,0,0,0,0,0,0.2494623655913978,0.6968553459119496,0.2894981185554415,23,4,3,0
2004-03-13 00:00:00,0,0,0,0,0,0,0,0.2451612903225806,0.690566037735849,0.2809949665249475,0,5,3,1
2004-03-13 01:00:00,0,0,0,0,0,0,0,0.2365591397849462,0.6880503144654089,0.2724918144944533,1,5,3,1
2004-03-13 02:00:00,0,0,0,0,0,0,0,0.2301075268817204,0.6880503144654089,0.2643307432927723,2,5,3,1
2004-03-13 03:00:00,0,0,0,0,0,0,0,0.2086021505376344,0.7333333333333334,0.260274642036847,3,5,3,1
2004-03-13 04:00:00,0,0,0,0,0,0,0,0.1913978494623656,0.7786163522012579,0.2595416116893906,4,5,3,1
2004-03-13 05:00:00,0,0,0,0,0,0,0,0.2193548387096774,0.6842767295597485,0.2509407222792357,5,5,3,1
2004-03-13 06:00:00,0,0,0,0,0,0,0,0.1956989247311828,0.7333333333333334,0.2462981967453452,6,5,3,1
2004-03-13 07:00:00,0,0,0,0,0,0,0,0.1763440860215054,0.788679245283019,0.2484972877877144,7,5,3,1
2004-03-13 08:00:00,0,0,0,0,0,0,0,0.1806451612903226,0.7849056603773585,0.2491325807555099,8,5,3,1
2004-03-13 09:00:00,0,0,0,0,0,0,0,0.2473118279569892,0.6352201257861636,0.2578800762351561,9,5,3,1
2004-03-13 10:00:00,0,0,0,0,0,0,0,0.3075268817204302,0.5283018867924529,0.2681913697893759,10,5,3,1
2004-03-13 11:00:00,0,0,0,0,0,0,0,0.3763440860215054,0.4150943396226416,0.2738601378097053,11,5,3,1
2004-03-13 12:00:00,0,0,0,0,0,0,0,0.4365591397849462,0.3094339622641509,0.2562185407809216,12,5,3,1
2004-03-13 13:00:00,0,0,0,0,0,0,0,0.4580645161290323,0.2779874213836478,0.249376924204662,13,5,3,1
2004-03-13 14:00:00,0,0,0,0,0,0,0,0.4279569892473118,0.3220125786163522,0.2580266823046473,14,5,3,1
2004-03-13 15:00:00,0,0,0,0,0,0,0,0.4365591397849462,0.3069182389937107,0.2538728436690612,15,5,3,1
2004-03-13 16:00:00,0,0,0,0,0,0,0,0.4193548387096775,0.3257861635220126,0.2524067829741485,16,5,3,1
2004-03-13 17:00:00,0,0,0,0,0,0,0,0.4,0.359748427672956,0.2575379954063431,17,5,3,1
2004-03-13 18:00:00,0,0,0,0,0,0,0,0.3870967741935485,0.4,0.2738601378097053,18,5,3,1
2004-03-13 19:00:00,0,0,0,0,0,0,0,0.3806451612903226,0.4176100628930818,0.2796266432096955,19,5,3,1
2004-03-13 20:00:00,0,0,0,0,0,0,0,0.378494623655914,0.438993710691824,0.2902311489028978,20,5,3,1
2004-03-13 21:00:00,0,0,0,0,0,0,0,0.3698924731182796,0.4729559748427673,0.3051360993011777,21,5,3,1
2004-03-13 22:00:00,0,0,0,0,0,0,0,0.3548387096774194,0.4955974842767296,0.3036211699164345,22,5,3,1
2004-03-13 23:00:00,0,0,0,0,0,0,0,0.356989247311828,0.5044025157232704,0.3101207056638811,23,5,3,1
2004-03-14 00:00:00,0,0,0,0,0,0,0,0.3397849462365592,0.558490566037736,0.3250256560621609,0,6,3,1
2004-03-14 01:00:00,0,0,0,0,0,0,0,0.3548387096774194,0.5320754716981133,0.3268826662757171,1,6,3,1
2004-03-14 02:00:00,0,0,0,0,0,0,0,0.3096774193548387,0.6251572327044026,0.3269315349655475,2,6,3,1
2004-03-14 03:00:00,0,0,0,0,0,0,0,0.2903225806451613,0.6817610062893082,0.3336265454723158,3,6,3,1
2004-03-14 04:00:00,0,0,0,0,0,0,0,0.3010752688172043,0.6528301886792454,0.3301568684943556,4,6,3,1
2004-03-14 05:00:00,0,0,0,0,0,0,0,0.2881720430107527,0.6779874213836479,0.3267360602062258,5,6,3,1
2004-03-14 06:00:00,0,0,0,0,0,0,0,0.2903225806451613,0.6666666666666667,0.3238039388164003,6,6,3,1
2004-03-14 07:00:00,0,0,0,0,0,0,0,0.2645161290322581,0.7345911949685534,0.3265894541367345,7,6,3,1
2004-03-14 08:00:00,0,0,0,0,0,0,0,0.2903225806451613,0.6729559748427674,0.3265894541367345,8,6,3,1
2004-03-14 09:00:00,0,0,0,0,0,0,0,0.3075268817204302,0.638993710691824,0.3313297170502858,9,6,3,1
2004-03-14 10:00:00,0,0,0,0,0,0,0,0.3526881720430107,0.5522012578616353,0.3362654547231589,10,6,3,1
2004-03-14 11:00:00,0,0,0,0,0,0,0,0.4043010752688172,0.4641509433962265,0.3392464448028148,11,6,3,1
2004-03-14 12:00:00,0,0,0,0,0,0,0,0.4559139784946237,0.3660377358490566,0.3238528075062307,12,6,3,1
2004-03-14 13:00:00,0,0,0,0,0,0,0,0.4967741935483871,0.279245283018868,0.2915017348384889,13,6,3,1
2004-03-14 14:00:00,0,0,0,0,0,0,0,0.5010752688172043,0.2641509433962264,0.2819234716317255,14,6,3,1
2004-03-14 15:00:00,0,0,0,0,0,0,0,0.5118279569892473,0.2490566037735849,0.2774764208571568,15,6,3,1
2004-03-14 16:00:00,0,0,0,0,0,0,0,0.5182795698924731,0.2415094339622641,0.277036602648683,16,6,3,1
2004-03-14 17:00:00,0,0,0,0,0,0,0,0.4989247311827958,0.2716981132075472,0.2858329668181595,17,6,3,1
2004-03-14 18:00:00,0,0,0,0,0,0,0,0.4645161290322581,0.3459119496855346,0.3156917363045496,18,6,3,1
2004-03-14 19:00:00,0,0,0,0,0,0,0,0.4365591397849462,0.408805031446541,0.3364609294824805,19,6,3,1
2004-03-14 20:00:00,1,0,0,0,1,0,1,0.4193548387096775,0.4641509433962265,0.359820163221424,20,6,3,1
2004-03-14 21:00:00,0,0,0,0,0,0,0,0.4,0.5081761006289309,0.3651957191027709,21,6,3,1
2004-03-14 22:00:00,0,0,0,0,0,0,0,0.3913978494623656,0.5257861635220127,0.3662219615892098,22,6,3,1
2004-03-14 23:00:00,0,0,0,0,0,0,0,0.356989247311828,0.5874213836477988,0.3649025069637883,23,6,3,1
2004-03-15 00:00:00,0,0,0,0,0,0,0,0.3591397849462365,0.5723270440251573,0.3575722034892244,0,0,3,0
2004-03-15 01:00:00,0,0,0,0,0,0,0,0.3419354838709677,0.6012578616352202,0.3541513952010946,1,0,3,0
2004-03-15 02:00:00,0,0,0,0,0,0,0,0.3290322580645162,0.6553459119496856,0.3671993353858183,2,0,3,0
2004-03-15 03:00:00,0,0,0,0,0,0,0,0.3118279569892473,0.6830188679245284,0.3607975370180325,3,0,3,0
2004-03-15 04:00:00,0,0,0,0,0,0,0,0.3053763440860215,0.7069182389937109,0.366710648487514,4,0,3,0
2004-03-15 05:00:00,0,0,0,0,0,0,0,0.2967741935483871,0.7320754716981134,0.3678834970434442,5,0,3,0
2004-03-15 06:00:00,0,0,0,0,0,0,0,0.2860215053763441,0.7710691823899372,0.3727703660264868,6,0,3,0
2004-03-15 07:00:00,0,0,0,0,0,0,0,0.2838709677419355,0.7672955974842769,0.3691540829790353,7,0,3,0
2004-03-15 08:00:00,0,0,0,0,0,0,0,0.3075268817204302,0.6880503144654089,0.357865415628207,8,0,3,0
2004-03-15 09:00:00,1,1,0,0,1,1,1,0.3591397849462365,0.5672955974842767,0.3532717587841469,9,0,3,0
2004-03-15 10:00:00,1,0,0,0,1,0,1,0.4150537634408602,0.4578616352201259,0.3492156575282216,10,0,3,0
2004-03-15 11:00:00,0,0,0,0,0,0,0,0.4666666666666667,0.3685534591194969,0.3398328690807799,11,0,3,0
2004-03-15 12:00:00,0,0,0,0,0,0,0,0.513978494623656,0.3132075471698113,0.3448663441333137,12,0,3,0
2004-03-15 13:00:00,0,0,0,0,0,0,0,0.5419354838709678,0.289308176100629,0.3542491325807554,13,0,3,0
2004-03-15 14:00:00,0,0,0,0,0,0,0,0.5548387096774194,0.2616352201257862,0.3376826467282412,14,0,3,0
2004-03-15 15:00:00,0,0,0,0,0,0,0,0.5655913978494624,0.2477987421383647,0.3366564042418022,15,0,3,0
2004-03-15 16:00:00,0,0,0,0,0,0,0,0.5655913978494624,0.2540880503144654,0.3421296975028099,16,0,3,0
2004-03-15 17:00:00,0,0,0,0,0,0,0,0.5526881720430108,0.2779874213836478,0.3562527488638029,17,0,3,0
2004-03-15 18:00:00,1,1,0,0,1,1,1,0.524731182795699,0.329559748427673,0.3762889116942775,18,0,3,0
2004-03-15 19:00:00,1,1,0,0,1,1,1,0.4795698924731183,0.4188679245283019,0.4026291355128768,19,0,3,0
2004-03-15 20:00:00,1,1,0,0,1,1,1,0.4344086021505376,0.5459119496855347,0.4446073400772125,20,0,3,0
2004-03-15 21:00:00,0,0,0,0,0,0,0,0.4,0.6062893081761007,0.4368372183941748,21,0,3,0
2004-03-15 22:00:00,0,0,0,0,0,0,0,0.378494623655914,0.6415094339622642,0.4303865513365585,22,0,3,0
2004-03-15 23:00:00,0,0,0,0,0,0,0,0.3698924731182796,0.6566037735849057,0.4267702682891071,23,0,3,0
2004-03-16 00:00:00,0,0,0,0,0,0,0,0.3440860215053763,0.7106918238993711,0.4225675609636906,0,1,3,0
2004-03-16 01:00:00,0,0,0,0,0,0,0,0.3591397849462365,0.6465408805031447,0.4056589942823632,1,1,3,0
2004-03-16 02:00:00,0,0,0,0,0,0,0,0.3591397849462365,0.628930817610063,0.3925133167179788,2,1,3,0
2004-03-16 03:00:00,0,0,0,0,0,0,0,0.3333333333333333,0.6654088050314466,0.3806382250891853,3,1,3,0
2004-03-16 04:00:00,0,0,0,0,0,0,0,0.3053763440860215,0.7169811320754718,0.3715486487807261,4,1,3,0
2004-03-16 05:00:00,0,0,0,0,0,0,0,0.3161290322580645,0.679245283018868,0.3633875775790451,5,1,3,0
2004-03-16 06:00:00,0,0,0,0,0,0,0,0.2817204301075269,0.7459119496855346,0.3535161022332991,6,1,3,0
2004-03-16 07:00:00,0,0,0,0,0,0,0,0.2774193548387097,0.7207547169811321,0.3351414748570591,7,1,3,0
2004-03-16 08:00:00,0,0,0,0,0,0,0,0.2924731182795699,0.6855345911949686,0.335825636514685,8,1,3,0
2004-03-16 09:00:00,0,0,0,0,0,0,0,0.3333333333333333,0.5924528301886792,0.3369984850706152,9,1,3,0
2004-03-16 10:00:00,0,0,0,0,0,0,0,0.4236559139784946,0.4238993710691824,0.333528808092655,10,1,3,0
2004-03-16 11:00:00,0,0,0,0,0,0,0,0.5010752688172043,0.3031446540880502,0.3210672921858964,11,1,3,0
2004-03-16 12:00:00,0,0,0,0,0,0,0,0.5655913978494624,0.2289308176100628,0.3119777158774373,12,1,3,0
2004-03-16 13:00:00,0,0,0,0,0,0,0,0.5849462365591399,0.2125786163522013,0.3135903826418413,13,1,3,0
2004-03-16 14:00:00,0,0,0,0,0,0,0,0.5956989247311829,0.1761006289308176,0.280604017006304,14,1,3,0
2004-03-16 15:00:00,0,0,0,0,0,0,0,0.6215053763440861,0.1383647798742138,0.2564140155402433,15,1,3,0
2004-03-16 16:00:00,0,0,0,0,0,0,0,0.6473118279569893,0.1182389937106918,0.2525045203538093,16,1,3,0
2004-03-16 17:00:00,0,0,0,0,0,0,0,0.6430107526881721,0.1245283018867924,0.256609490299565,17,1,3,0
2004-03-16 18:00:00,0,0,0,0,0,0,0,0.5548387096774194,0.2075471698113207,0.2771832087181742,18,1,3,0
2004-03-16 19:00:00,0,0,0,0,0,0,0,0.4989247311827958,0.3220125786163522,0.3363631921028197,19,1,3,0
2004-03-16 20:00:00,0,0,0,0,0,0,0,0.4795698924731183,0.3459119496855346,0.3350926061672286,20,1,3,0
2004-03-16 21:00:00,0,0,0,0,0,0,0,0.4494623655913978,0.4037735849056604,0.3498998191858475,21,1,3,0
2004-03-16 22:00:00,0,0,0,0,0,0,0,0.4258064516129032,0.4616352201257861,0.3662708302790402,22,1,3,0
2004-03-16 23:00:00,0,0,0,0,0,0,0,0.4,0.4993710691823899,0.3606020622587108,23,1,3,0
2004-03-17 00:00:00,0,0,0,0,0,0,0,0.3741935483870968,0.549685534591195,0.36280115330108,0,2,3,0
2004-03-17 01:00:00,0,0,0,0,0,0,0,0.3741935483870968,0.5371069182389937,0.3524409910570297,1,2,3,0
2004-03-17 02:00:00,0,0,0,0,0,0,0,0.3440860215053763,0.5836477987421385,0.3451595562722963,2,2,3,0
2004-03-17 03:00:00,0,0,0,0,0,0,0,0.3225806451612903,0.6125786163522013,0.3332355959536724,3,2,3,0
2004-03-17 04:00:00,0,0,0,0,0,0,0,0.3139784946236559,0.6125786163522013,0.3225333528808092,4,2,3,0
2004-03-17 05:00:00,0,0,0,1,1,0,1,0.2946236559139785,0.6138364779874215,0.3019596344622,5,2,3,0
2004-03-17 06:00:00,0,0,0,0,0,0,0,0.2967741935483871,0.6062893081761007,0.2996139373503396,6,2,3,0
2004-03-17 07:00:00,0,0,0,0,0,0,0,0.2537634408602151,0.7044025157232705,0.2985388261740702,7,2,3,0
2004-03-17 08:00:00,0,0,0,0,0,0,0,0.2795698924731182,0.6415094339622642,0.2986365635537311,8,2,3,0
2004-03-17 09:00:00,1,1,0,0,1,1,1,0.3440860215053763,0.5132075471698114,0.3016664223232175,9,2,3,0
2004-03-17 10:00:00,0,0,0,0,0,0,0,0.421505376344086,0.3886792452830189,0.3030347456384694,10,2,3,0
2004-03-17 11:00:00,0,0,0,0,0,0,0,0.4946236559139786,0.3044025157232705,0.3136392513316718,11,2,3,0
2004-03-17 12:00:00,0,0,0,0,0,0,0,0.5634408602150538,0.240251572327044,0.3237062014367394,12,2,3,0
2004-03-17 13:00:00,0,0,0,0,0,0,0,0.5913978494623657,0.2062893081761006,0.3131016957435371,13,2,3,0
2004-03-17 14:00:00,0,0,0,0,0,0,0,0.5978494623655914,0.210062893081761,0.3252699995113131,14,2,3,0
2004-03-17 15:00:00,0,0,0,0,0,0,0,0.6172043010752689,0.1194968553459119,0.2273860137809705,15,2,3,0
2004-03-17 16:00:00,0,0,0,0,0,0,0,0.6709677419354839,0.0830188679245283,0.2180520940233592,16,2,3,0
2004-03-17 17:00:00,0,0,0,0,0,0,0,0.6537634408602151,0.0716981132075471,0.1886820114352734,17,2,3,0
2004-03-17 18:00:00,0,0,0,0,0,0,0,0.5978494623655914,0.0855345911949685,0.1656648585251429,18,2,3,0
2004-03-17 19:00:00,1,1,0,0,1,1,1,0.5376344086021506,0.2176100628930818,0.2715144406978448,19,2,3,0
2004-03-17 20:00:00,1,1,0,0,1,1,1,0.4817204301075269,0.3647798742138365,0.3560572741044812,20,2,3,0
2004-03-17 21:00:00,1,0,0,0,1,0,1,0.4516129032258065,0.420125786163522,0.3639251331671798,21,2,3,0
2004-03-17 22:00:00,0,0,0,0,0,0,0,0.410752688172043,0.438993710691824,0.3279577774519865,22,2,3,0
2004-03-17 23:00:00,0,0,0,0,0,0,0,0.3849462365591398,0.5245283018867924,0.3596246884621022,23,2,3,0
2004-03-18 00:00:00,0,0,0,0,0,0,0,0.3591397849462365,0.5622641509433963,0.3507305869129648,0,3,3,0
2004-03-18 01:00:00,0,0,0,0,0,0,0,0.3483870967741935,0.5811320754716982,0.348336021111274,1,3,3,0
2004-03-18 02:00:00,0,0,0,0,0,0,0,0.3591397849462365,0.5396226415094341,0.334212969750281,2,3,3,0
2004-03-18 03:00:00,0,0,0,0,0,0,0,0.3397849462365592,0.5622641509433963,0.3251722621316522,3,3,3,0
2004-03-18 04:00:00,0,0,0,0,0,0,0,0.2903225806451613,0.6628930817610064,0.3222890094316571,4,3,3,0
2004-03-18 05:00:00,0,0,0,0,0,0,0,0.2989247311827957,0.6251572327044026,0.3120754532570982,5,3,3,0
2004-03-18 06:00:00,0,0,0,0,0,0,0,0.2752688172043011,0.6654088050314466,0.3062112104774471,6,3,3,0
2004-03-18 07:00:00,0,0,0,0,0,0,0,0.2688172043010752,0.6805031446540881,0.3039632507452475,7,3,3,0
2004-03-18 08:00:00,0,0,0,0,0,0,0,0.2881720430107527,0.638993710691824,0.3064066852367688,8,3,3,0
2004-03-18 09:00:00,1,1,0,0,1,1,1,0.3483870967741935,0.5207547169811322,0.3097786248350681,9,3,3,0
2004-03-18 10:00:00,0,0,0,0,0,0,0,0.4236559139784946,0.3937106918238994,0.3109514733909983,10,3,3,0
2004-03-18 11:00:00,0,0,0,0,0,0,0,0.4881720430107528,0.3169811320754717,0.3185261203147143,11,3,3,0
2004-03-18 12:00:00,0,0,0,0,0,0,0,0.5526881720430108,0.2389937106918239,0.3113912915994721,12,3,3,0
2004-03-18 13:00:00,0,0,0,0,0,0,0,0.5612903225806453,0.2452830188679245,0.3258564237892782,13,3,3,0
2004-03-18 14:00:00,0,0,0,0,0,0,0,0.5827956989247313,0.1974842767295597,0.2923325025656062,14,3,3,0
2004-03-18 15:00:00,0,0,0,0,0,0,0,0.6215053763440861,0.1081761006289308,0.2163905585691247,15,3,3,0
2004-03-18 16:00:00,0,0,0,0,0,0,0,0.6236559139784947,0.1748427672955975,0.3094854126960856,16,3,3,0
2004-03-18 17:00:00,0,0,0,0,0,0,0,0.5956989247311829,0.1849056603773584,0.2924791086350974,17,3,3,0
2004-03-18 18:00:00,0,0,0,0,0,0,0,0.535483870967742,0.2213836477987421,0.2736157943605532,18,3,3,0
2004-03-18 19:00:00,1,0,0,0,1,0,1,0.4860215053763441,0.2754716981132076,0.2773786834774959,19,3,3,0
2004-03-18 20:00:00,1,0,0,0,1,0,1,0.4408602150537635,0.339622641509434,0.284855593021551,20,3,3,0
2004-03-18 21:00:00,0,0,0,0,0,0,0,0.3849462365591398,0.4930817610062893,0.3382202023163759,21,3,3,0
2004-03-18 22:00:00,0,0,0,0,0,0,0,0.3526881720430107,0.6113207547169811,0.3718418609197087,22,3,3,0
2004-03-18 23:00:00,0,0,0,0,0,0,0,0.3225806451612903,0.6918238993710693,0.3791721643942726,23,3,3,0
2004-03-19 00:00:00,0,0,0,0,0,0,0,0.2989247311827957,0.7610062893081763,0.3854762253823975,0,4,3,0
2004-03-19 01:00:00,0,0,0,0,0,0,0,0.2967741935483871,0.7786163522012579,0.3942725895518741,1,4,3,0
2004-03-19 02:00:00,0,0,0,0,0,0,0,0.3096774193548387,0.7559748427672957,0.3998436201925425,2,4,3,0
2004-03-19 03:00:00,0,0,0,0,0,0,0,0.3096774193548387,0.7333333333333334,0.3870888921468015,3,4,3,0
2004-03-19 04:00:00,0,0,0,1,1,0,1,0.3053763440860215,0.7358490566037736,0.3820554170942677,4,4,3,0
2004-03-19 05:00:00,0,0,0,1,1,0,1,0.3096774193548387,0.7245283018867925,0.3798563260518985,5,4,3,0
2004-03-19 06:00:00,0,0,0,0,0,0,0,0.3053763440860215,0.7182389937106919,0.3733567903044519,6,4,3,0
2004-03-19 07:00:00,0,0,0,0,0,0,0,0.3075268817204302,0.7006289308176102,0.3657821433807359,7,4,3,0
2004-03-19 08:00:00,0,0,0,0,0,0,0,0.3204301075268817,0.659119496855346,0.3597712945315936,8,4,3,0
2004-03-19 09:00:00,1,1,0,0,1,0,1,0.3333333333333333,0.6238993710691825,0.3554219811366857,9,4,3,0
2004-03-19 10:00:00,0,0,0,0,0,0,0,0.3397849462365592,0.6025157232704403,0.3511215364316082,10,4,3,0
2004-03-19 11:00:00,0,0,0,0,0,0,0,0.3526881720430107,0.568553459119497,0.3455016371011093,11,4,3,0
2004-03-19 12:00:00,0,0,0,0,0,0,0,0.3741935483870968,0.5144654088050316,0.3370473537604456,12,4,3,0
2004-03-19 13:00:00,0,0,0,0,0,0,0,0.3870967741935485,0.4830188679245284,0.3326980403655378,13,4,3,0
2004-03-19 14:00:00,0,0,0,0,0,0,0,0.3913978494623656,0.4767295597484278,0.3319650100180814,14,4,3,0
2004-03-19 15:00:00,0,0,0,0,0,0,0,0.3935483870967742,0.4817610062893082,0.3393441821824756,15,4,3,0
2004-03-19 16:00:00,0,0,0,0,0,0,0,0.3870967741935485,0.5157232704402517,0.3541513952010946,16,4,3,0
2004-03-19 17:00:00,0,0,0,0,0,0,0,0.3849462365591398,0.5220125786163523,0.356497092312955,17,4,3,0
2004-03-19 18:00:00,0,0,0,0,0,0,0,0.3806451612903226,0.5169811320754717,0.3490201827688999,18,4,3,0
2004-03-19 19:00:00,0,0,0,0,0,0,0,0.3741935483870968,0.5207547169811322,0.3417387479841665,19,4,3,0
2004-03-19 20:00:00,0,0,0,0,0,0,0,0.3720430107526882,0.5308176100628931,0.3474075160044959,20,4,3,0
2004-03-19 21:00:00,0,0,0,0,0,0,0,0.367741935483871,0.5522012578616353,0.3552753750671944,21,4,3,0
2004-03-19 22:00:00,0,0,0,0,0,0,0,0.356989247311828,0.608805031446541,0.3775594976298685,22,4,3,0
2004-03-19 23:00:00,0,0,0,0,0,0,0,0.3462365591397849,0.6176100628930817,0.3681278404925963,23,4,3,0
2004-03-20 00:00:00,0,0,0,0,0,0,0,0.3376344086021505,0.6125786163522013,0.3537115769926208,0,5,3,1
2004-03-20 01:00:00,0,0,0,0,0,0,0,0.3397849462365592,0.5874213836477988,0.3418364853638274,1,5,3,1
